# LimeSDR Mini max Pin at 100 kHz separation
# Gain	 145	 437	1280
0	-11.9	-25.0	-26.0
12	-25.6	-38.0	-38.0
24	-36.6	-46.0	-51.0
36	-35.6	-57.0	-62.0
48	-38.6	-60.0	-65.0
60	-49.7	-63.0	-66.0
72	-61.4	-64.0	-68.0
