# BladeRF 2.0 micro BDR at 1 MHz separation
# Gain	 145	 437	1280	2250	2450	5830
-16	101.1	100.5	89.8	91.0	89.5	75.3
-9	103.4	97.5	86.0	81.7	86.7	72.9
-2	106.4	96.3	86.7	82.7	87.2	73.1
5	104.4	101.4	85.0	85.6	86.5	72.9
12	104.0	99.7	82.3	82.3	88.5	71.0
19	105.9	101.8	90.1	87.9	87.5	70.6
26	105.3	100.6	91.6	81.8	85.5	75.1
33	104.5	102.1	91.1	80.9	85.1	74.9
40	106.6	103.2	92.4	79.9	85.0	74.2
47	107.1	103.5	91.8	78.1	83.1	73.2
54	104.8	104.4	91.5	76.5	81.1	73.7
60	101.6	100.2	89.6	78.5	78.2	70.8
