# USRP B210 max Pin at 1 MHz separation
# Gain	 145	 437	1280	2250	2450	5830
0	-4.4	-13.2	-17.7	-21.3	-21.9	-21.6
14	-13.7	-20.5	-25.6	-28.3	-27.9	-27.0
28	-22.5	-30.4	-37.2	-35.3	-35.2	-35.1
42	-38.1	-43.7	-49.2	-51.7	-54.0	-55.0
56	-49.7	-49.7	-52.9	-55.9	-57.6	-57.2
76	-64.5	-68.4	-67.0	-64.3	-64.4	-63.7
