# LimeSDR Mini max Pin at 1 MHz separation
# Gain	 145	 437	1280
0	-14.0	 0.0	 0.0
12	-27.1	-5.0	-4.1
24	-39.0	-18.0	-15.8
36	-26.1	-27.5	-25.0
48	-34.7	-33.9	-33.0
60	-47.1	-45.8	-44.0
72	-58.8	-57.7	-56.0
