# LimeSDR Mini BDR at 1 MHz separation
# Gain	 145	 437	1280
0	84.5	98.0	92.3
12	84.6	105.6	100.4
24	84.0	103.5	101.6
36	104.0	101.6	102.1
48	99.5	98.9	97.9
60	88.9	87.0	86.9
72	76.8	75.6	75.2
