# USRP B210 BDR at 5 kHz separation
# Gain	 145	 437	1280	2250	2450	5830
0	90.5	84.2	76.9	70.4	69.7	61.4
14	90.9	84.7	75.7	71.9	71.3	62.1
28	91.8	85.1	76.2	72.0	71.2	61.3
42	93.4	83.6	75.5	72.6	71.1	60.5
56	88.2	83.2	75.7	72.8	71.5	61.4
76	76.5	77.6	74.3	74.4	71.0	63.0
