# LimeSDR Mini BDR at 100 kHz separation
# Gain	 145	 437	1280
0	86.6	73.0	66.3
12	86.1	72.6	66.5
24	86.4	75.5	66.4
36	94.5	72.1	65.1
48	95.6	72.8	65.9
60	86.3	69.8	64.9
72	74.2	69.3	63.2
