# USRP B210 BDR at 1 MHz separation
# Gain	 145	 437	1280	2250	2450	5830
0	102.7	93.9	88.2	81.4	80.1	74.6
14	101.0	95.5	87.6	82.2	82.5	73.8
28	100.7	93.2	83.4	82.3	81.4	72.6
42	100.1	93.7	85.9	83.9	80.9	72.8
56	90.6	90.9	85.8	83.3	80.7	72.6
76	76.4	74.1	74.0	77.6	75.9	73.7
