# RTL-SDR max Pin at 5 kHz separation
# Gain	 145	 437	1280
 0.0	-23.4	-18.9	-29.4
 3.7	-32.8	-29.3	-37.6
14.4	-41.3	-38.5	-47.5
20.7	-47.9	-45.0	-55.6
29.7	-54.9	-54.0	-64.0
37.2	-61.9	-59.0	-67.7
43.4	-66.8	-64.0	-71.8
49.6	-71.6	-69.0	-73.0
