# SDRplay RSPduo BDR at 1 MHz separation
# Gain	 145	 437	1280
0	92.7	99.0	85.4
1	93.3	97.7	96.2
2	90.9	96.4	94.9
3	92.5	97.5	96.9
4	93.7	97.9	97.2
5	94.0	97.1	94.1
6	93.6	96.5	93.8
7	92.3	98.8	94.7
8	93.8	97.5	91.8
9	94.5	98.2	93.2
