# USRP B210 max Pin at 100 kHz separation
# Gain	 145	 437	1280	2250	2450	5830
0	-14.2	-23.5	-30.0	-33.0	-31.9	-33.6
14	-22.5	-31.5	-37.2	-38.3	-39.8	-38.3
28	-30.8	-38.5	-44.5	-46.0	-46.1	-45.6
42	-45.0	-52.9	-59.5	-63.4	-63.5	-66.8
56	-50.2	-56.3	-63.1	-66.6	-66.9	-69.1
76	-65.4	-63.8	-66.7	-68.8	-69.8	-74.8
