# RTL-SDR NF using Y-factor
# Gain	 145	 437	1280
22.9	22.56	21.93	23.65
25.4	22.00	20.52	23.65
28.0	18.82	17.36	22.30
29.7	17.68	17.36	20.33
32.8	15.44	15.18	19.93
33.8	13.66	13.43	17.69
36.4	12.72	12.35	18.25
37.2	11.56	11.21	17.69
38.6	10.48	10.81	16.92
40.2	9.96	10.28	14.99
42.1	9.09	9.39	15.18
43.4	8.73	9.14	14.43
43.9	7.43	8.54	14.25
44.5	7.78	8.18	13.90
48.0	6.52	7.71	13.56
49.6	5.75	5.68	12.16
