# BladeRF NF using MDS
# Gain	145	 437	1280	2250	2425
-16	45.9	46.6	49.2	56.0	54.5	64.3
-9	43.6	44.0	48.0	53.3	52.3	63.7
-2	37.1	37.8	39.3	47.3	45.4	57.5
5	30.8	31.3	35.0	41.4	40.2	51.7
12	27.3	27.4	30.7	37.7	36.2	49.6
19	14.0	15.7	21.5	24.1	24.0	43.0
26	11.5	12.9	17.5	20.2	20.0	27.5
33	 9.5	 9.9	15.0	17.1	18.0	24.7
40	 7.7	 6.8	12.8	15.1	15.0	22.1
47	 7.4	 6.6	12.7	13.9	13.9	23.4
54	 6.7	 5.8	12.0	12.5	12.9	16.4
60	 5.5	 4.9	11.6	 9.5	 9.5	15.8
