# SDRplay RSPduo NF using Y-factor
# Gain	145	 437	1280
4	18.23	19.75   -100
5	11.98	14.27	22.93
6	 7.32	10.54	17.42
7	 4.33	5.90	15.18
8	 2.74	3.73	9.20
9	 2.11	2.46	5.38
